ID,eif3d_NES,eif3d_pvalue,eif3d_qvalue,eif3e_NES,eif3e_pvalue,eif3e_qvalue,delta,direction
ERBB_SIGNALING_PATHWAY,1.6082173096932095,0.008225429223433594,0.026826862981223387,1.5943005331646856,0.03361959623328101,0.09964191817712759,-0.013916776528523966,up_both
VASCULAR_SMOOTH_MUSCLE_CONTRACTION,1.8624497109381095,7.516098649328982e-4,0.004860033713099944,1.5721585874914625,0.03932547931099877,0.10153810555319016,-0.290291123446647,up_both
APOPTOSIS,1.5449802974818378,0.016902123717972572,0.03842409461657609,1.5404609657142498,0.03498297779479589,0.09964191817712759,-0.0045193317675880085,up_both
MAPK_SIGNALING_PATHWAY,1.64314356136218,3.0591853966673027e-4,0.0025176071207022783,1.5329896114705317,0.0078522179549485,0.07828446021015349,-0.1101539498916484,up_both
NON_SMALL_CELL_LUNG_CANCER,1.5193751047313253,0.02536541244068887,0.049918202972522724,1.4668132110781777,0.04938271604938271,0.10175162097521184,-0.05256189365314756,up_both
ACUTE_MYELOID_LEUKEMIA,1.6635623927216743,0.01052883263246263,0.029785513368150864,1.4569371903046864,0.04745166959578207,0.10153810555319016,-0.2066252024169879,up_both
PATHWAYS_IN_CANCER,1.4044688221440476,0.0032734336749970427,0.01513913954511469,1.4458756060077602,0.01113464601064427,0.08294635084852411,0.04140678386371266,up_both
CALCIUM_SIGNALING_PATHWAY,1.4872443390695604,0.016978088318952225,0.03842409461657609,1.4452952763474847,0.03398436581266562,0.09964191817712759,-0.04194906272207577,up_both
AXON_GUIDANCE,1.711242614469198,8.617285868515154e-4,0.0052006076118758125,1.4122536424216732,0.04553415061295972,0.10153810555319016,-0.2989889720475247,up_both
GLYCEROPHOSPHOLIPID_METABOLISM,1.508745702776997,0.02249115349144267,0.04847717293894912,1.4082895845236054,0.05663716814159292,0.10211372638793503,-0.10045611825339162,up_both
INSULIN_SIGNALING_PATHWAY,1.61181950227102,0.0033446936204323146,0.01513913954511469,1.3565167215331428,0.06468531468531469,0.10617393311416505,-0.25530278073787716,up_both
BASAL_CELL_CARCINOMA,1.6742381911534014,0.005917585372992794,0.022320716757779843,1.3442109662109514,0.09660107334525939,0.13558045381790793,-0.33002722494245007,up_both
FOCAL_ADHESION,1.380284719601036,0.0239712348795078,0.04931880860377204,1.2715713996055633,0.0958904109589041,0.13558045381790793,-0.10871331999547262,up_both
NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,1.9244656491929188,1.7809440773891e-4,0.002015278824413982,1.1571326924099739,0.20441988950276244,0.23567205306082883,-0.767332956782945,up_both
CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,1.738295301825736,0.001073085679651284,0.005714264300310244,1.1568812416930776,0.199288256227758,0.23535968643072833,-0.5814140601326585,up_both
RNA_DEGRADATION,-1.57948374277527,0.011010061246209185,0.03020303882532664,1.062994103137339,0.33865248226950356,0.32795819335572973,2.642477845912609,up_3e_down_3d
CELL_ADHESION_MOLECULES_CAMS,1.6967094202518351,0.00446260871216554,0.018362887523743373,1.026789117839635,0.3769911504424779,0.3477011111850422,-0.6699203024122002,up_both
ARGININE_AND_PROLINE_METABOLISM,-1.5229506528611807,0.02354156245690993,0.04931880860377204,0.7993007604017582,0.7938517179023508,0.6053407214837652,2.322251413262939,up_3e_down_3d
AMINOACYL_TRNA_BIOSYNTHESIS,-1.6978443637219178,0.013181376316129161,0.03409318385525137,-1.1062700457808283,0.329004329004329,0.32511705981093736,0.5915743179410895,down_both
STARCH_AND_SUCROSE_METABOLISM,-1.618461676042334,0.024594978675798896,0.049477617920905395,-1.1580632117149745,0.2741228070175439,0.2832031723409103,0.46039846432735954,down_both
MISMATCH_REPAIR,-1.805106804645456,0.004734624019549129,0.018635133440788335,-1.215528852651829,0.21645021645021645,0.24365697335663963,0.5895779519936268,down_both
BUTANOATE_METABOLISM,-1.733309911277195,0.006872861435706966,0.024886992988244178,-1.3153482771023945,0.14601769911504425,0.17899571377193965,0.4179616341748005,down_both
NUCLEOTIDE_EXCISION_REPAIR,-1.715521621554216,0.00875317182387684,0.027323875747855112,-1.4084975579140069,0.07981220657276995,0.12268543032071573,0.30702406364020907,down_both
PROPANOATE_METABOLISM,-1.9373402150174392,6.160641734555885e-4,0.004290001531755515,-1.4528010737163781,0.07900677200902935,0.12268543032071573,0.4845391413010611,down_both
SPLICEOSOME,-2.1405282451251977,2.2146948978742904e-8,2.0048816970230423e-6,-1.5260105968377884,0.017197886125119053,0.09964191817712759,0.6145176482874093,down_both
PYRUVATE_METABOLISM,-1.6755824894758033,0.007639924624270847,0.02660054727478919,-1.5580807200980913,0.06353112889307466,0.10617393311416505,0.11750176937771206,down_both
VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,-1.880192496128083,5.563843823893632e-4,0.004197285691709232,-1.5775929802153257,0.05391032913516096,0.10211372638793503,0.30259951591275724,down_both
PROTEASOME,-1.9312668878591428,2.4301518146505608e-4,0.002199926905894192,-1.5835369235581067,0.05324064427120351,0.10211372638793503,0.3477299643010361,down_both
TRYPTOPHAN_METABOLISM,-1.6567664204993162,0.013670456356941956,0.0341221842668269,-1.5983507943751236,0.04823060013776533,0.10153810555319016,0.0584156261241926,down_both
FATTY_ACID_METABOLISM,-1.764288822402542,0.004219660130443115,0.018190013594892626,-1.656608238641424,0.04024774335715989,0.10153810555319016,0.10768058376111789,down_both
DNA_REPLICATION,-1.9458818230326764,2.2607778095711382e-4,0.002199926905894192,-1.6594027434020695,0.029292569727725013,0.09964191817712759,0.2864790796306069,down_both
ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,-2.093790576775428,1.336644067445722e-4,0.002015278824413982,-1.7142439038197892,0.024612849742191283,0.09964191817712759,0.37954667295563893,down_both
GLYCOLYSIS_GLUCONEOGENESIS,-1.86455476919876,0.0022821994261874984,0.011477728108311398,-1.883344180284207,0.004857781426143222,0.06727599640456053,-0.01878941108544696,down_both
CITRATE_CYCLE_TCA_CYCLE,-2.0868810773020536,1.696990330637349e-4,0.002015278824413982,-1.8912701894679818,0.009242135577056285,0.07828446021015349,0.19561088783407188,down_both
PARKINSONS_DISEASE,-1.0991230372433083,0.26631393298059963,0.24351938581958077,-2.0295621143130047,9.063731742514927e-5,0.004831480965227158,-0.9304390770696964,down_both
OXIDATIVE_PHOSPHORYLATION,-1.1631087886407658,0.17398945518453426,0.178984367773564,-2.0311518824922175,9.978058515143044e-5,0.004831480965227158,-0.8680430938514516,down_both
