gene_id,symbol,log2FoldChange_for_signature,padj,direction
ENSG00000164010.13,ERMAP,0.9430256045438477,0.03544229791441925,up
ENSG00000253313.5,C1orf210,1.2200680559154629,0.006476899687410498,up
ENSG00000171872.4,KLF17,1.5362373027829308,0.01263619259781213,up
ENSG00000187147.17,RNF220,0.6355944273399443,0.004256085956659578,up
ENSG00000117461.14,PIK3R3,-0.8944604756132426,0.007546194329744047,down
ENSG00000278139.1,RP4-533D7.6,-0.653526322409256,0.04847221669236668,down
ENSG00000282881.1,RP11-49P4.7,3.3689813166473264,0.0017103035562192539,up
ENSG00000159658.10,EFCAB14,0.607422781074919,0.020523694813598156,up
ENSG00000123473.15,STIL,-0.8450472606460444,1.3565489566524135e-4,down
ENSG00000228407.2,RP4-800M22.1,-0.7755519397148429,0.01040150088160114,down
ENSG00000085840.12,ORC1,-0.6312037786665847,0.044899846260455505,down
ENSG00000081870.11,HSPB11,0.5407845854320045,0.07852524435230461,up
ENSG00000162402.13,USP24,-0.5695665621671595,0.0013741363812780156,down
ENSG00000177606.6,JUN,-0.9570511889656349,2.9867174991314413e-10,down
ENSG00000132849.19,PATJ,-0.6701799706198314,7.041196094146933e-5,down
ENSG00000088035.15,ALG6,-0.9758082618617079,7.811560323129948e-4,down
ENSG00000162434.11,JAK1,-0.6654167550410767,1.7778328319588232e-8,down
ENSG00000234496.2,MRPS21P1,1.2168456802481113,1.1959331530531449e-5,up
ENSG00000142864.14,SERBP1,-0.749717033870976,1.1640993656102939e-8,down
ENSG00000172380.5,GNG12,0.7727347885416213,0.011663980356855147,up
ENSG00000137955.15,RABGGTB,-0.7432038927497404,5.15518411376202e-6,down
ENSG00000142892.14,PIGK,-0.6305067258757674,1.0062623306375807e-4,down
ENSG00000219201.4,RP11-181C21.4,0.9374210711892556,2.023903106848175e-4,up
ENSG00000162613.16,FUBP1,-0.6324059436108997,0.0017049652182556394,down
ENSG00000235400.1,RP4-641G12.4,-0.9816650605247963,0.03018806007260246,down
ENSG00000117174.10,ZNHIT6,-0.9448513480805479,8.605997183962657e-11,down
ENSG00000137944.17,KYAT3,-0.598690617272518,0.006092061536441341,down
ENSG00000197147.13,LRRC8B,-0.8423332738189572,0.03325270002599164,down
ENSG00000171488.14,LRRC8C,0.5818194211327193,0.09591890112580542,up
ENSG00000162664.16,ZNF326,-0.9712863679483035,9.285647080784505e-8,down
ENSG00000122482.20,ZNF644,-0.6814365592787162,1.5319000171666142e-4,down
ENSG00000069702.10,TGFBR3,0.5042349472085956,0.13282506806315603,up
ENSG00000122406.12,RPL5,-0.7254573733886513,9.029153255645806e-16,down
ENSG00000143033.17,MTF2,-0.6608323401444955,2.2952829396125787e-4,down
ENSG00000137942.16,FNBP1L,-0.6025693063316457,8.705073199489017e-5,down
ENSG00000260464.1,RP4-561L24.3,-0.7736452451299292,0.05412581937611158,down
ENSG00000067334.13,DNTTIP2,-0.6891681060797924,0.0013261484207670786,down
ENSG00000156876.9,SASS6,-0.5613525071837046,0.020044210999875207,down
ENSG00000215871.2,RP5-837M10.1,0.577574491333638,0.08916197250621341,up
ENSG00000134186.11,PRPF38B,-0.9290373897112723,8.176998972951665e-9,down
ENSG00000116266.10,STXBP3,-0.7356571879842791,3.6960717171477135e-10,down
ENSG00000121957.12,GPSM2,0.6493146278139578,4.706705939646215e-6,up
ENSG00000085433.15,WDR47,-1.0742594785225212,2.597689132157599e-7,down
ENSG00000197780.9,TAF13,-0.6669568473240117,2.635474367652859e-4,down
ENSG00000116299.16,KIAA1324,-0.8911976646194343,2.5149332538539575e-4,down
ENSG00000168765.16,GSTM4,0.7136976742885526,1.0987521219683351e-4,up
ENSG00000134202.10,GSTM3,0.5999667233828405,2.155392189369089e-6,up
ENSG00000168710.17,AHCYL1,-0.5656867757435159,8.433680852543591e-8,down
ENSG00000143093.14,STRIP1,-0.603089118627976,0.003494592111636755,down
ENSG00000162775.14,RBM15,-0.8043647225808064,2.4074232677381193e-4,down
ENSG00000064703.11,DDX20,-0.7659081306356587,4.3013237617727255e-5,down
ENSG00000155363.18,MOV10,-0.6672423252704219,0.0012094423858275854,down
ENSG00000155380.11,SLC16A1,-1.050630720225864,1.5589879470874276e-17,down
ENSG00000116793.15,PHTF1,1.5066756291657495,1.243005545133867e-10,up
ENSG00000081019.13,RSBN1,-0.7598385376268304,6.665246365148644e-6,down
ENSG00000197323.11,TRIM33,-0.5315373212931138,1.6636942362476329e-10,down
ENSG00000009307.15,CSDE1,-0.5558805674251637,3.4305537026853193e-6,down
ENSG00000173218.14,VANGL1,0.5562398736111495,8.583446460496655e-6,up
ENSG00000163399.15,ATP1A1,-0.6074334623157874,6.060183982556285e-10,down
ENSG00000116830.11,TTF2,-0.5128373976992303,0.009300159264141794,down
ENSG00000065183.15,WDR3,-0.919969653365197,1.127739365564663e-7,down
ENSG00000273136.6,NBPF26,0.51575787703574,0.047435164218495376,up
ENSG00000186141.8,POLR3C,-0.5798511669622617,1.6045479378964397e-5,down
ENSG00000265972.5,TXNIP,-1.6163548820168563,5.768464813655985e-11,down
ENSG00000271121.2,NUDT4P2,1.1810685152940898,7.84275995323695e-15,up
ENSG00000277406.1,CH17-385C13.2,4.827883630279527,1.4559542666142778e-4,up
ENSG00000116128.10,BCL9,1.0822996337143258,1.9403628861848293e-6,up
ENSG00000220323.3,HIST2H2BD,0.5530614911294668,7.578764175374653e-4,up
ENSG00000203819.6,HIST2H2BC,1.0027944697352453,0.044081116485334984,up
ENSG00000272196.2,HIST2H2AA4,-1.0900162412586527,0.003329650610818041,down
ENSG00000270276.2,HIST2H4B,1.0637491560042047,4.7132608112259377e-4,up
ENSG00000264207.1,RP11-196G18.23,0.7291009845985555,3.549884160214849e-4,up
ENSG00000264522.5,OTUD7B,-0.5019503204407822,0.0024711335140091654,down
ENSG00000136631.12,VPS45,-0.5056546376503143,6.986351026603145e-6,down
ENSG00000159208.15,CIART,-0.517365300872808,0.08106000804913184,down
ENSG00000117360.12,PRPF3,-0.7844686505740401,1.5166385030720953e-5,down
ENSG00000143374.16,TARS2,-0.5573524490562434,8.574788629552377e-5,down
ENSG00000163155.11,LYSMD1,-0.6194536510853179,0.005600518308125477,down
ENSG00000143398.19,PIP5K1A,-0.5175567080733621,1.8405946489894273e-5,down
ENSG00000143375.14,CGN,-0.5398380435390254,0.006077759728862528,down
ENSG00000197747.8,S100A10,0.7156090722016936,4.32864291255923e-11,up
ENSG00000159450.12,TCHH,-1.8254925054886926,2.1002514744050525e-9,down
ENSG00000163220.10,S100A9,-0.583058689692937,0.009295004530638225,down
ENSG00000188643.10,S100A16,0.5085762440759289,0.006794558340301756,up
ENSG00000189334.8,S100A14,0.5398725573278044,0.0022679160697078498,up
ENSG00000143553.10,SNAPIN,0.9374949468500893,1.663933785460031e-5,up
ENSG00000143614.9,GATAD2B,-0.5862789120534977,7.660237209024163e-4,down
ENSG00000143543.14,JTB,0.9229555801587029,6.511466692061447e-17,up
ENSG00000143545.8,RAB13,0.5125051741243963,3.0800262377460037e-4,up
ENSG00000143569.18,UBAP2L,-0.6837422459276077,2.73331281864016e-4,down
ENSG00000163344.5,PMVK,0.6165627859591531,7.69462527285198e-4,up
ENSG00000173207.12,CKS1B,0.90537671994308,2.296405343209628e-6,up
ENSG00000185499.16,MUC1,-0.7689129786213191,0.013619269111354552,down
ENSG00000177628.15,GBA,0.5320337916228547,0.00357156739595819,up
ENSG00000160767.20,FAM189B,0.696920708030359,0.022284075771889022,up
ENSG00000116539.12,ASH1L,-1.1519801596561785,4.448521893027859e-9,down
ENSG00000235919.4,ASH1L-AS1,0.7957018734882946,0.061722658007280565,up
ENSG00000116580.18,GON4L,-0.7120184790376151,8.074198172425049e-4,down
ENSG00000160789.19,LMNA,-0.5435142982905863,0.002828675260201331,down
ENSG00000198952.8,SMG5,0.5911576440557359,2.1714520173850266e-4,up
ENSG00000163468.14,CCT3,-0.5684698275435704,1.7753719265133826e-5,down
ENSG00000143320.8,CRABP2,0.5336013732863029,5.073988091478983e-7,up
ENSG00000143321.18,HDGF,0.6505135288007731,1.6609273436587182e-17,up
ENSG00000117036.11,ETV3,-0.650141450955849,0.0015485071000061396,down
ENSG00000158716.8,DUSP23,0.5069688146110121,0.05563324342581653,up
ENSG00000122218.14,COPA,-0.8531643860049156,2.4317825518122302e-8,down
ENSG00000228863.8,RP11-404F10.2,1.2721919908841233,0.01312448322283175,up
ENSG00000158850.14,B4GALT3,0.5830421547029594,0.01789394970634744,up
ENSG00000158864.12,NDUFS2,-0.6277685493825905,3.665049710538305e-8,down
ENSG00000118217.5,ATF6,-0.5983314151051604,6.568993109983027e-4,down
ENSG00000198929.12,NOS1AP,-0.7527983487924207,0.0016530942574664665,down
ENSG00000143228.12,NUF2,-0.5634041508455294,1.1652208273225702e-4,down
ENSG00000152382.5,TADA1,-0.5319716392008054,3.905269567515721e-4,down
ENSG00000197965.11,MPZL1,1.0037726794284259,2.4992838392004537e-9,up
ENSG00000143164.15,DCAF6,0.918461116066881,1.5002035670400938e-7,up
ENSG00000117475.13,BLZF1,-0.8889750942185862,1.110225101347643e-5,down
ENSG00000117479.12,SLC19A2,-0.6766937344878066,0.026369199220722263,down
ENSG00000075945.12,KIFAP3,-1.3485768132844422,1.138044816680296e-5,down
ENSG00000117523.15,PRRC2C,-1.0595575613139816,3.6284808125828052e-9,down
ENSG00000197959.13,DNM3,0.6395302501397063,0.08060494457543388,up
ENSG00000135845.9,PIGC,0.5851566704992448,9.390549256070586e-5,up
ENSG00000076321.10,KLHL20,-0.587555159978207,0.0033816516253628226,down
ENSG00000117593.9,DARS2,-0.9909885061407886,6.165314138791678e-15,down
ENSG00000116199.11,FAM20B,0.6908780612857536,0.003963593543285434,up
ENSG00000135829.16,DHX9,-1.4322169465421184,8.592184298753833e-12,down
ENSG00000058085.14,LAMC2,-1.0904926437634042,1.9420390084150772e-5,down
ENSG00000162704.15,ARPC5,0.5298662835769777,2.678116579235659e-8,up
ENSG00000116667.12,C1orf21,0.5749158759016596,0.01156619601967972,up
ENSG00000121486.11,TRMT1L,-0.8178957165638971,1.9994756310984607e-6,down
ENSG00000047410.13,TPR,-1.038729566288042,7.983341599695928e-10,down
ENSG00000157181.15,C1orf27,-0.5548513735303634,0.0013022931931832508,down
ENSG00000116747.12,TROVE2,-0.6789669592893851,2.1174891505732192e-9,down
ENSG00000066279.17,ASPM,-0.7434068325701477,2.0575642380815893e-6,down
ENSG00000162702.7,ZNF281,-0.9018995906929691,2.0332620116911565e-7,down
ENSG00000116857.16,TMEM9,0.9127536769543267,8.720164503031572e-21,up
ENSG00000081277.12,PKP1,-0.6984178129126828,0.029066946844635132,down
ENSG00000159176.13,CSRP1,0.5566253804990343,8.759421449930967e-7,up
ENSG00000143862.7,ARL8A,0.6837148545458086,3.821307876079588e-6,up
ENSG00000077157.21,PPP1R12B,0.6755899978307383,0.022802031152211626,up
ENSG00000117139.16,KDM5B,-1.190936596761679,2.5164563788491247e-18,down
ENSG00000214796.8,RP11-480I12.5,0.6861059798648778,4.4039583049241345e-4,up
ENSG00000159348.12,CYB5R1,0.5685796717253064,2.824520065741689e-4,up
ENSG00000163444.11,TMEM183A,0.9961531722042539,1.4369795828147714e-12,up
ENSG00000058673.16,ZC3H11A,-0.824008461597916,3.9593751405989005e-4,down
ENSG00000143845.14,ETNK2,0.8814124270107742,0.02162914791766139,up
ENSG00000117222.13,RBBP5,-0.6800197602901911,5.872393976761626e-8,down
ENSG00000133069.15,TMCC2,2.0922905257338256,1.8644526184630157e-4,up
ENSG00000163545.8,NUAK2,-1.7418917373700358,6.847473980068654e-10,down
ENSG00000117266.15,CDK18,0.5940792596107843,0.018390786439571868,up
ENSG00000069275.12,NUCKS1,-0.5215594476937752,3.753371092147113e-5,down
ENSG00000263528.7,IKBKE,0.8030486333935329,0.039557654136253506,up
ENSG00000266094.7,RASSF5,0.5442219320415925,0.09572590692801354,up
ENSG00000224114.1,RP11-343H5.4,-0.5584663931228757,0.001980151136735572,down
ENSG00000123836.14,PFKFB2,-0.6778765860155419,3.034993781309902e-4,down
ENSG00000117595.10,IRF6,-0.5562247362752766,0.04822793916144859,down
ENSG00000117597.17,DIEXF,-0.6572836080315161,0.001148382756585723,down
ENSG00000153363.12,LINC00467,0.952952620065231,0.016853816370929232,up
ENSG00000123684.12,LPGAT1,1.2943355699068828,1.0741428080272047e-6,up
ENSG00000143476.17,DTL,-0.6380077937712993,0.0016179797635130287,down
ENSG00000143494.15,VASH2,1.0988662611109743,0.0344311426648023,up
ENSG00000117724.12,CENPF,-0.7713775417505955,4.0902188582169747e-08,down
ENSG00000215817.5,ZC3H11B,-3.2678352446488503,0.002666298400117332,down
ENSG00000136628.17,EPRS,-1.0782366080886818,4.385323936070816e-10,down
ENSG00000118873.15,RAB3GAP2,-0.9315432259784275,8.1014267049128e-7,down
ENSG00000186063.12,AIDA,1.5982351078323522,1.663909896197232e-7,up
ENSG00000162819.11,BROX,-0.6176818616691587,1.9899137061695648e-4,down
ENSG00000143756.11,FBXO28,-0.5044076285667987,0.0036276392294344213,down
ENSG00000143751.9,SDE2,-1.1345060742162971,1.2354023655299413e-10,down
ENSG00000143772.9,ITPKB,0.5696496438136888,0.08967411805157058,up
ENSG00000168118.11,RAB4A,0.5046312058743252,0.025033155593748843,up
ENSG00000069248.11,NUP133,-0.9306689794806469,4.340547826105272e-7,down
ENSG00000143643.12,TTC13,-0.9807455228740514,3.095220220805195e-10,down
ENSG00000054267.21,ARID4B,-0.9652439955173311,1.7185755034755088e-12,down
ENSG00000116977.18,LGALS8,-0.7019836966595178,8.846205849499892e-6,down
ENSG00000119285.10,HEATR1,-1.0752677716146974,3.2343077860250135e-12,down
ENSG00000116984.12,MTR,-0.7227261328816563,4.3624726643145714e-5,down
ENSG00000091483.6,FH,-0.5303482737616747,9.097240772263136e-4,down
ENSG00000143702.15,CEP170,-1.094136287656468,2.7603393193953362e-5,down
ENSG00000035687.9,ADSS,-0.6870637375735449,3.1547518915129336e-13,down
ENSG00000121644.18,DESI2,0.5447762973753028,0.053987038492548364,up
ENSG00000153187.18,HNRNPU,-1.1414229180804276,4.470821368535073e-10,down
ENSG00000162851.7,TFB2M,-0.6678817451648361,5.58145894043517e-6,down
ENSG00000153207.14,AHCTF1,-1.193999280663857,2.914346313678454e-25,down
ENSG00000135747.11,ZNF670-ZNF695,1.6532182828071846,0.030021505498079578,up
ENSG00000227671.4,RP11-488L18.4,-0.7705429789804352,0.004629805431084506,down
ENSG00000175137.10,SH3BP5L,0.6997111258175628,0.009509010418565915,up
ENSG00000185220.11,PGBD2,-0.5756347251725099,0.048685142157012085,down
ENSG00000119203.13,CPSF3,-1.0620944451043615,1.8894212615779042e-12,down
ENSG00000134308.13,YWHAQ,0.8164754172552633,1.0638625117397366e-25,up
ENSG00000171848.13,RRM2,-0.9421692723750046,2.017342892646795e-14,down
ENSG00000115756.12,HPCAL1,0.6551088707003504,0.0015176526663393131,up
ENSG00000196208.13,GREB1,-0.963303217443118,1.3500274329281264e-22,down
ENSG00000162981.13,FAM84A,0.9137218887206054,0.012121991412825873,up
ENSG00000151779.12,NBAS,-0.6153647141997585,0.006182848565083864,down
ENSG00000079785.14,DDX1,-0.9194365913316079,1.1454570360504148e-8,down
ENSG00000163029.15,SMC6,-0.8736626431467308,3.263189931864858e-7,down
ENSG00000279307.2,RP11-130L8.3,0.5796282990506765,0.09461520262548268,up
ENSG00000118960.12,HS1BP3,0.6777512288439311,0.007824494552140892,up
ENSG00000119778.14,ATAD2B,-1.153870187709639,1.8531873402828685e-6,down
ENSG00000115128.6,SF3B6,-0.5204586048901174,4.860077866132892e-6,down
ENSG00000143970.16,ASXL2,-0.8038995021496347,8.073124314119304e-4,down
ENSG00000084754.10,HADHA,-0.9834697067044178,7.797559733121818e-10,down
ENSG00000138029.13,HADHB,-0.8108602938025289,2.9070198768055667e-8,down
ENSG00000145835.6,CDKN2AIPNLP2,0.8278512856952893,0.00954085271396907,up
ENSG00000084764.10,MAPRE3,1.047209448597609,2.6301981367190434e-5,up
ENSG00000228474.5,OST4,1.0635421794710562,1.5545895013371883e-7,up
ENSG00000138028.15,CGREF1,0.9794681092029344,0.0029885769681897855,up
ENSG00000084774.13,CAD,-1.2834853358955673,1.4852449879813954e-12,down
ENSG00000163795.13,ZNF513,2.6611795308049806,0.020681867877797144,up
ENSG00000157992.12,KRTCAP3,0.6928946932221248,0.006425956862333676,up
ENSG00000163798.13,SLC4A1AP,-0.7232932301747671,7.071683876326252e-4,down
ENSG00000162959.13,MEMO1,0.5700696715419402,0.014344300704553184,up
ENSG00000018699.11,TTC27,-0.7628469188831096,4.79415323969056e-4,down
ENSG00000049323.15,LTBP1,-0.6915559179237392,1.23740697634038e-5,down
ENSG00000008869.11,HEATR5B,-1.0429684458768944,8.379087475373173e-6,down
ENSG00000115816.14,CEBPZ,-0.5718211401564679,0.0031905132913136003,down
ENSG00000232973.11,CYP1B1-AS1,2.1871550390520884,7.209673178594917e-5,up
ENSG00000119787.13,ATL2,-0.7729647377534801,7.746855813553652e-9,down
ENSG00000188010.12,MORN2,0.6546261061941744,0.0096253885503871945,up
ENSG00000138095.18,LRPPRC,-1.2478604352169833,9.76723272155095e-16,down
ENSG00000138078.15,PREPL,-0.5922308179596132,0.00715772953166949,down
ENSG00000170577.7,SIX2,1.6136738530035517,3.311063427427597e-10,up
ENSG00000116016.13,EPAS1,0.5919917247139579,5.892662043781661e-5,up
ENSG00000095002.13,MSH2,-0.8414472466345461,2.4082772860998534e-5,down
ENSG00000116062.14,MSH6,-1.2980365278696997,2.8859708882437902e-9,down
ENSG00000138081.20,FBXO11,-0.7734346179807853,6.596382184162169e-5,down
ENSG00000170802.15,FOXN2,-0.518975806433803,0.017354222417048575,down
ENSG00000115306.15,SPTBN1,-0.7369004526879663,1.570737127129169e-5,down
ENSG00000143947.13,RPS27A,-0.5336775635312621,4.341717017127728e-6,down
ENSG00000138035.14,PNPT1,-0.8298916502934972,4.3245979719765493e-7,down
ENSG00000115380.19,EFEMP1,0.8635639569662342,1.1196289462466276e-4,up
ENSG00000233426.3,EIF3FP3,-0.5641378207178547,0.09241179548669655,down
ENSG00000115484.14,CCT4,-0.5802778081973538,2.5285869824285924e-11,down
ENSG00000115504.14,EHBP1,-0.7294149281358006,7.991637769924875e-4,down
ENSG00000014641.17,MDH1,-0.5469952914810666,3.2863475107454106e-4,down
ENSG00000198380.12,GFPT1,-0.794882046389036,1.5093525506176681e-9,down
ENSG00000115977.18,AAK1,0.9306370552693709,0.0022397452266936556,up
ENSG00000059728.10,MXD1,-1.0508061726634053,1.8162489994915363e-9,down
ENSG00000116001.15,TIA1,-0.5142350970729235,0.011781764807240724,down
ENSG00000124383.8,MPHOSPH10,-0.5063194287810301,7.649907658270877e-4,down
ENSG00000075292.18,ZNF638,-0.737715263409112,1.7376279200533975e-4,down
ENSG00000135638.13,EMX1,2.9314008312858637,3.3965243759824667e-8,up
ENSG00000135624.15,CCT7,-0.5702051682765946,4.470821368535073e-10,down
ENSG00000144048.10,DUSP11,-0.5077552267962129,0.021465583059277597,down
ENSG00000114956.19,DGUOK,0.5026240752049376,0.0037559991271392808,up
ENSG00000204843.12,DCTN1,-0.5886479523352145,2.923285888171899e-4,down
ENSG00000114993.16,RTKN,-0.6505521006955295,0.0029885769681897855,down
ENSG00000159399.9,HK2,-1.2176867399268076,1.701105896937572e-6,down
ENSG00000034510.5,TMSB10,0.5721111164635647,0.001267751666432957,up
ENSG00000270532.1,PEBP1P2,0.5729160247686735,7.92294930875435e-4,up
ENSG00000168887.10,C2orf68,0.6999031262969274,0.019997555964500025,up
ENSG00000068654.15,POLR1A,-0.9516756000998822,4.740229343926045e-6,down
ENSG00000132300.18,PTCD3,-0.7317974716087051,2.0694883631888114e-5,down
ENSG00000132305.20,IMMT,-0.730929290630115,2.506214853646314e-10,down
ENSG00000115548.16,KDM3A,-0.7982772640136494,3.5640093362314444e-4,down
ENSG00000153561.12,RMND5A,0.856000278924756,1.1288792106540852e-4,up
ENSG00000233673.6,ANAPC1P1,-1.0587846116359714,6.817455679719818e-4,down
ENSG00000234231.3,AC093616.4,-9.816283649638425,1.3427212788982516e-10,down
ENSG00000144028.14,SNRNP200,-1.456887034053814,3.267564224535386e-13,down
ENSG00000231822.1,AC019097.7,-3.116148576268021,1.937248362836203e-6,down
ENSG00000158417.10,EIF5B,-1.9241678952946568,1.0400080935723615e-14,down
ENSG00000135945.9,REV1,-0.5494088120687065,0.024863076879090788,down
ENSG00000170500.12,LONRF2,-0.8208155009692623,0.004333037330244178,down
ENSG00000115616.2,SLC9A2,0.8611975226359874,0.019028914731422087,up
ENSG00000135972.8,MRPS9,-0.5396973424759999,0.003650801206383028,down
ENSG00000153201.15,RANBP2,-0.9910139115743765,5.782115880627242e-13,down
ENSG00000282304.1,RP11-1223D19.3,0.6409270580336816,0.03596357340911954,up
ENSG00000153107.11,ANAPC1,-0.5093634470799603,0.0011416087122685474,down
ENSG00000144152.12,FBLN7,1.1783869677254437,0.04386734746804414,up
ENSG00000169629.11,RGPD8,-0.8677154361458256,1.2560449844910523e-7,down
ENSG00000125630.15,POLR1B,-0.6834390841250053,7.8769598256592e-8,down
ENSG00000115084.13,SLC35F5,0.5711897041329377,3.263189769643372e-4,up
ENSG00000088205.12,DDX18,-1.2206319502982665,4.3228339524367845e-14,down
ENSG00000125633.10,CCDC93,-0.6726004396493316,0.0010784825810040448,down
ENSG00000226479.3,TMEM185B,0.6615623969423845,6.704935614885372e-4,up
ENSG00000074054.17,CLASP1,-0.922758533323214,8.307290940579207e-6,down
ENSG00000136709.11,WDR33,-0.6023720729584034,2.210031292334961e-4,down
ENSG00000152076.18,CCDC74B,1.33275270015237,0.0036114543211760884,up
