gene_id,symbol,LFC_te_DMSO,padj_te_DMSO,LFC_ribo_DMSO,padj_ribo_DMSO,LFC_rna_DMSO,padj_rna_DMSO,LFC_te_a209,padj_te_a209,LFC_ribo_a209,padj_ribo_a209,LFC_rna_a209,padj_rna_a209
ENSG00000197785.13,ATAD3A,-0.021808899402031456,0.9089104662972339,-0.01625288774723937,0.9995549130875302,4.939796863546718e-5,0.9999857835394629,0.00888136489848502,0.9681058694084776,-1.6562299113262378e-7,0.9982430336258562,-0.020257359270969777,0.820820566169258
ENSG00000160075.11,SSU72,-0.01701298150327854,0.9650412216907616,-0.008722012690243997,0.9995549130875302,-1.8318966443405723e-6,0.9999857835394629,-0.04504595176936473,0.8269608426898138,-4.285197808512211e-6,0.9982430336258562,-0.02180824644922124,0.8152094092463015
ENSG00000228594.3,FNDC10,0.03472046101089102,0.593676009289217,0.010550520418745787,0.9512032691495349,5.873732341415725e-6,0.9999857835394629,8.490753852049535e-4,0.9929864416970169,-1.6813455913426995e-7,0.9982430336258562,-0.033236676084705735,0.5920348826263827
ENSG00000197530.12,MIB2,0.0019644811967570656,0.9932117622950396,-0.0011915787457990221,0.9995549130875302,-3.03100211251567e-6,0.9999857835394629,-0.9419805930976104,0.04745436343966766,-5.8535403770581295e-6,0.42042330527125904,-0.018640023211019527,0.7240293454990748
ENSG00000248333.8,CDK11B,0.060350895182848995,0.5526087258214086,0.06997984590633577,0.6111041151394881,1.1445200121210222e-5,0.9999857835394629,-0.028137685696702643,0.9005515420916361,-1.9974524961918106e-6,0.9982430336258562,-0.006284805095179375,0.9495225947329897
ENSG00000189339.11,SLC35E2B,-0.081092558279108,0.36087867713638777,-0.024414896609314347,0.7839371316547268,-3.927513298546799e-6,0.9999857835394629,-0.12769936320748063,0.3654651353185191,-2.3791832989368208e-6,0.9982430336258562,-0.010703377697986885,0.9177321136106602
ENSG00000008128.22,CDK11A,-0.0016809118906959894,0.9754500698299331,-2.0269619407218748e-4,0.9995549130875302,3.6816731887293716e-6,0.9999857835394629,-0.02047172656920601,0.2162244157884406,-9.248570873655683e-7,0.49477410508318853,4.239257368033404e-6,0.9999763759371871
ENSG00000215790.6,SLC35E2,-0.006294909107040329,0.9669770290178407,0.012062376793227515,0.9995549130875302,4.4119659842052925e-6,0.9999857835394629,-0.018696055208488885,0.8888659221009957,-1.2286678282445657e-6,0.9982430336258562,2.3646687054138205e-4,0.9967438457493686
ENSG00000008130.15,NADK,-0.03066406947736507,0.8816739742091229,-0.012653579964250046,0.9995549130875302,6.213639835380559e-5,0.9999857835394629,-0.2245161532410899,0.33529433316613627,-3.6555243548597906e-6,0.9982430336258562,-0.014177775542398824,0.8832660917239529
ENSG00000078369.17,GNB1,-0.06355201437893836,0.7218423253674573,-0.02437399222598456,0.998551094858415,3.676166630636179e-5,0.9999857835394629,0.03224368838628901,0.831086905637772,1.633307059259825e-6,0.9982430336258562,-0.022486013051685665,0.8327476065218602
ENSG00000178821.12,TMEM52,-0.003427821548118196,0.9705679988815069,-1.684628161887952e-5,0.9995549130875302,8.101338962363619e-7,0.9999857835394629,0.0034969164435419142,0.986860528207048,3.3595665920793346e-7,0.9982430336258562,0.0035435721905892887,0.9456228668781682
ENSG00000067606.16,PRKCZ,-0.04708426206381052,0.7250663934113539,-0.024236629339630385,0.9513261772742861,-4.6131171450371676e-6,0.9999857835394629,0.012142984099271352,0.9580189499623522,7.9393806624128e-7,0.9982430336258562,9.568460664465183e-4,0.9919967316252482
ENSG00000162585.16,FAAP20,0.0020692564214995915,0.9932117622950396,-1.2168278734150711e-4,0.9995549130875302,-7.899654954449841e-8,0.9999857835394629,-0.048246604355738076,0.7226200987403998,-2.003121402447503e-6,0.9982430336258562,-0.0026903801055800235,0.9771791957127283
ENSG00000157933.9,SKI,0.0017649951894834798,0.9934774002926147,-6.433556127736808e-4,0.9995549130875302,-4.076463466657858e-6,0.9999857835394629,-0.04315642765846267,0.7570918740314999,-1.819296447400453e-7,0.9982430336258562,0.13438361139415628,0.32919785662557616
ENSG00000116151.13,MORN1,0.010314729587492863,0.9458279495780381,0.0049176542935439735,0.9995549130875302,-7.605833236832755e-7,0.9999857835394629,-0.028938235813077414,0.8238524871964285,-2.563653017225938e-6,0.9982430336258562,-0.00753428939672233,0.8730206535593064
ENSG00000157916.19,RER1,0.0194496616064311,0.9400998143482368,0.021943905291541246,0.9978484404725058,1.2585870962814976e-5,0.9999857835394629,0.014169725091457834,0.956677229465466,1.2543873056183845e-6,0.9982430336258562,0.007245186251200045,0.952725275106386
ENSG00000157911.9,PEX10,-0.03872879858329036,0.761671183725735,-0.015186667274719047,0.989159521261152,1.6777677912643842e-6,0.9999857835394629,-0.027938054322543978,0.8799395861522101,-1.1053730201787144e-6,0.9982430336258562,-0.03530594862428492,0.6571250347878529
ENSG00000157881.13,PANK4,-0.03958691538413193,0.7234820708609215,-0.01473753079201831,0.9965571037167116,3.689483427086397e-6,0.9999857835394629,0.046688990985968896,0.7860991769085107,1.9191542991157938e-6,0.9982430336258562,-9.52604900305345e-4,0.9909272655249848
ENSG00000157870.14,FAM213B,-0.7102057138125094,0.03865601607621189,-0.05053034025954439,0.5356156840907811,1.0354483249375643e-5,0.9999857835394629,0.0034223731502599332,0.9891072952622706,9.066409503095202e-7,0.9982430336258562,0.01236910547394989,0.8882021264619896
ENSG00000142611.16,PRDM16,0.04492430521031562,0.6459846816862455,0.009000935776319557,0.9995549130875302,-8.550208244818892e-6,0.9999857835394629,-0.0012658994479656485,0.9937473776435752,2.2029266922162542e-7,0.9982430336258562,0.00451415185173308,0.9517381396989315
ENSG00000130762.14,ARHGEF16,-0.013581031445606188,0.9445565795890685,-0.011571656547632722,0.9995549130875302,-3.4874726558557837e-6,0.9999857835394629,-0.04804728417219533,0.7481867718006214,-2.896912228004355e-6,0.9982430336258562,-0.016239911453159867,0.8357504827001372
ENSG00000162591.15,MEGF6,-0.03458108321004865,0.6681134835345103,-0.013719561240964429,0.9733929117871732,1.6354414241372017e-6,0.9999857835394629,-0.002389750725527281,0.989024145498999,-1.1251041030575002e-6,0.9982430336258562,-0.022263310120231854,0.5692895907846968
ENSG00000158109.14,TPRG1L,-0.37131618209636774,0.21106840147948044,-0.031413655364816814,0.8711053395203601,1.1144921226337286e-5,0.9999857835394629,-0.11993698502656643,0.5087475637107836,-2.8947569471221057e-6,0.9982430336258562,0.01022539547107435,0.9068797828592956
ENSG00000116213.15,WRAP73,-0.03879570116714929,0.7516332021387335,-0.023448269864900898,0.9733929117871732,1.5207405810563625e-6,0.9999857835394629,-0.014910741345505065,0.9405499754161292,4.7337663758257184e-7,0.9982430336258562,0.012915530160962264,0.8423848447211113
ENSG00000078900.14,TP73,0.044131894789445125,0.6251376723384752,0.012542637251887269,0.9895641096730314,-5.617603714033554e-6,0.9999857835394629,0.03671598789191731,0.7302529963936092,6.98700347193978e-7,0.9982430336258562,-0.01057273628725611,0.8327476065218602
ENSG00000130764.9,LRRC47,0.0099428038014026,0.9668562869972284,0.013608769423550885,0.9995549130875302,2.963704275103509e-6,0.9999857835394629,0.008433825832714917,0.9713339065599947,-2.3766578156339973e-7,0.9982430336258562,-0.01797787401759597,0.8423848447211113
ENSG00000116198.12,CEP104,-0.004892001605852667,0.988243292645082,-0.012276676924996078,0.9995549130875302,-7.702102013312433e-6,0.9999857835394629,0.061413513813914536,0.7438975365825948,2.0855184665032672e-6,0.9982430336258562,0.011787036651220634,0.8985439725056743
ENSG00000169598.15,DFFB,-0.08378668136830052,0.2344050525248377,-0.018905553087150903,0.913786797064315,6.704637268058216e-6,0.9999857835394629,-0.07750250640874189,0.5052376311085991,-1.9057269592136326e-6,0.9982430336258562,0.01174790054254773,0.8129068543170632
ENSG00000198912.10,C1orf174,-0.013302617484795196,0.9479565926879946,-0.005808842271134658,0.9995549130875302,-3.967425219644474e-7,0.9999857835394629,-0.032370705717477515,0.8561793192104282,-2.2318260438457057e-6,0.9982430336258562,-0.005221822846764994,0.9541513678534616
ENSG00000196581.10,AJAP1,-0.010297013676240183,0.8224491669813718,-0.01012252311137057,0.9569071950944855,5.7790735093845403e-8,0.9999857835394629,-0.02772054870283829,0.44041513484406636,-1.342795028382681e-6,0.9554843426408628,-0.002390283672570153,0.9423781319866964
ENSG00000131697.17,NPHP4,-0.022904299080519632,0.45553772800498055,-0.038246993720076124,0.20398289917964202,-1.2927417229108879e-5,0.9999857835394629,-0.03902940509834825,0.7527979789573648,-4.1535605711482386e-7,0.9982430336258562,0.023273877208663536,0.7132511021844649
ENSG00000069424.14,KCNAB2,0.009362586521520203,0.95515855093753,-0.0015621999296053393,0.9995549130875302,-1.609067590354526e-5,0.9999857835394629,-0.01664428784309216,0.9200343286660435,-1.835603144247763e-7,0.9982430336258562,0.0035442585266009623,0.9688971490596344
ENSG00000116254.17,CHD5,0.0023003276286244012,0.9923784668702654,-6.0881736515396445e-6,0.9995549130875302,-7.766822689103952e-7,0.9999857835394629,-0.06721880340180797,0.5581989175614387,-2.292929029484836e-6,0.9982430336258562,-0.0021895366835275633,0.9810766989977002
ENSG00000116251.9,RPL22,8.905538513798696e-4,0.9972870798961985,0.01077251016312993,0.9995549130875302,6.321981215552937e-6,0.9999857835394629,-0.04500329251708402,0.8140927442136601,-6.024642458891663e-6,0.9982430336258562,-0.09699338464821067,0.37201045141668565
ENSG00000158286.12,RNF207,-1.5246782969042698,0.07234375338353648,-0.01643272524781785,0.7106686028103023,8.782552521219015e-6,0.9999857835394629,0.024957252575886286,0.759190812896846,1.33029485543333e-6,0.9982430336258562,0.011319445708779559,0.7898981957857536
ENSG00000116237.15,ICMT,-0.02041406011852348,0.9177959571010198,-0.02343386508910057,0.9965571037167116,-1.7279307467425647e-5,0.9999857835394629,-0.30514759221714344,0.20479076862744114,-7.747439419281463e-6,0.9982430336258562,0.0036775402487606887,0.9810766989977002
ENSG00000158292.6,GPR153,-0.042058782169428516,0.6623171657611221,-0.014631243467174935,0.9733929117871732,1.7807690807424627e-6,0.9999857835394629,-0.9021796337487727,0.08695031104722939,-5.457849835074114e-6,0.5455359977825988,-8.326646261884371e-4,0.9909272655249848
ENSG00000097021.19,ACOT7,-2.932239977038984e-4,0.9995635127958861,0.02459132408681971,0.9965571037167116,3.0902155341697964e-5,0.9999857835394629,0.03623370047113031,0.8704236408538399,1.4788982607987986e-6,0.9982430336258562,-0.012351945128907934,0.8986867554986537
ENSG00000069812.11,HES2,0.0016770934041433643,0.98711721280768006,0.0011277104437571969,0.9995549130875302,2.6501492924423265e-8,0.9999857835394629,0.006250979399693755,0.9148620566072017,5.502815385118116e-7,0.9982430336258562,0.008083949142656253,0.8304448870006786
ENSG00000187017.15,ESPN,0.011696894986867903,0.9350167963936634,6.217799968403653e-4,0.9995549130875302,-3.1108253650658567e-6,0.9999857835394629,-0.02152204436189831,0.869211309214115,-9.499365145184893e-7,0.9982430336258562,-0.006687768017469412,0.9195326550950632
ENSG00000171680.21,PLEKHG5,-0.037779676489993995,0.6449020216359096,-0.006542402536051284,0.9995549130875302,7.467516633173788e-6,0.9999857835394629,-0.06604796354084588,0.5119051949843041,-2.9832319899791654e-6,0.9982430336258562,-0.009778270850784832,0.8648144215672761
ENSG00000162408.10,NOL9,0.014042137383597778,0.9306650642339042,0.0011757522860568737,0.9995549130875302,-1.4179552747652233e-5,0.9999857835394629,0.008914300036062712,0.97049080130254,1.5793146682906997e-6,0.9982430336258562,0.027697869297195487,0.7467453623533299
ENSG00000204859.12,ZBTB48,0.025805338686854886,0.7942975761031243,0.008703413570084315,0.9995549130875302,-2.5518718444232027e-6,0.9999857835394629,-0.01568055348290741,0.9053182326507229,5.613827654777131e-7,0.9982430336258562,0.012951363940972285,0.7640283361079162
ENSG00000162413.16,KLHL21,-0.04296904164296996,0.6741676287827431,-0.033529124602042236,0.7550027940726135,-1.291523744898498e-5,0.9999857835394629,-0.10006658799262409,0.4955347420774573,-2.9385919455184155e-6,0.9982430336258562,-8.003473415324959e-4,0.9919967316252482
ENSG00000116273.5,PHF13,0.055917942623567286,0.6437502560246735,0.013751058354256303,0.9995549130875302,-9.683753543043565e-6,0.9999857835394629,-0.09808234560256948,0.5466957341867356,-1.2469620758234582e-6,0.9982430336258562,0.055625869041621555,0.42054188600371306
ENSG00000041988.15,THAP3,-0.037131024265031,0.7106835160722728,-0.017481192731325017,0.9569071950944855,-1.6043822865648e-7,0.9999857835394629,-0.07589623781734788,0.592716019137155,-3.044850694321818e-6,0.9982430336258562,-0.008913937789638044,0.8730206535593064
ENSG00000007923.15,DNAJC11,0.007956688303511475,0.977089785366418,0.01663817478630933,0.9995549130875302,4.756126771081432e-6,0.9999857835394629,-0.028523674614173912,0.9046466191282455,-7.171094678979448e-7,0.9982430336258562,0.010579568770533695,0.9223969637223219
ENSG00000171735.18,CAMTA1,-0.03892276304812588,0.8350306409434488,-0.04142024341240534,0.9475566748167792,-8.056486333691696e-6,0.9999857835394629,-0.010057838321251452,0.9682725988491822,-1.7137890800747415e-6,0.9982430336258562,-0.040386260797667835,0.6111184720131583
ENSG00000049245.12,VAMP3,-0.05251291685608464,0.7820520571447772,-0.03593779923192199,0.9733929117871732,-2.229775759607117e-6,0.9999857835394629,-0.04884228642180497,0.6264659025600334,-3.7640291351061965e-6,0.9982430336258562,-0.004669602787957712,0.967995096801257
ENSG00000049246.14,PER3,-0.043170010319692836,0.5428761472830056,-0.024639842675434478,0.7968310316622804,6.509703345170378e-8,0.9999857835394629,-0.02872781539741474,0.8469034767478694,-8.454279436780521e-7,0.9982430336258562,0.005716380978244572,0.9488233945092941
ENSG00000116288.12,PARK7,0.02466091322604541,0.9147843158042674,0.04224769334187222,0.965020363793311,9.86909619503927e-6,0.9999857835394629,0.2572923790256334,0.26224887862351326,7.628394114243494e-6,0.9982430336258562,-0.05578332346580113,0.5757696937847674
ENSG00000116285.12,ERRFI1,-0.043901034781835525,0.6063353632004671,-0.012791231562684472,0.9995549130875302,0.2667336800872441,0.08462525273677758,0.029599417897525543,0.7981289049746828,2.75059537099874e-6,0.9982430336258562,0.05097530705736912,0.6037263736064287
ENSG00000142599.17,RERE,-0.031908956595171435,0.8350306409434488,-0.027999523803910197,0.9498253990336067,-9.489239400564319e-6,0.9999857835394629,-0.040144782259845226,0.8285321507579407,-2.3340367132130183e-6,0.9982430336258562,-0.02736579442810998,0.7512043441133837
ENSG00000074800.13,ENO1,0.008426513704002816,0.9507812669663053,0.031403330479282725,0.9965571037167116,-5.859855578356771e-6,0.9999857835394629,0.10936050971821283,0.6133780630040214,4.820329840590881e-6,0.9982430336258562,-0.017914566962803812,0.867450652999766
ENSG00000180758.11,GPR157,-0.019671402442258717,0.8676324274144551,-0.007486001766262549,0.9995549130875302,-3.577665971207734e-6,0.9999857835394629,-0.025567399077488943,0.8637153043475262,-8.443755258069696e-7,0.9982430336258562,0.0017424808328083514,0.9860083790151316
ENSG00000049239.12,H6PD,-0.05523918318415408,0.6350422554711829,-0.015911346182119028,0.9798443645459798,2.9060242291230823e-6,0.9999857835394629,0.01912231880417107,0.9104269428643901,3.858848140387935e-8,0.9989115551288436,-0.03342641845294958,0.6819554443075979
ENSG00000171621.13,SPSB1,-4.982460935058049e-4,0.9981338508977162,-0.007240237175655947,0.9995549130875302,-9.454548552423269e-6,0.9999857835394629,-0.025141331413662368,0.8799004178645674,-1.4939525502067479e-6,0.9982430336258562,-0.02739351039423197,0.6759339146503452
ENSG00000171612.6,SLC25A33,-0.07845918602463521,0.3544415857584788,-0.024654533287205925,0.8637704046033835,4.750334068074569e-6,0.9999857835394629,-0.023107658018422864,0.8701637421854755,-1.7063246411528422e-6,0.9982430336258562,-0.02579931842838557,0.7211542342576032
ENSG00000188807.12,TMEM201,0.02149324446506531,0.8998918104864694,0.009920254394529654,0.9995549130875302,-7.032407198838839e-7,0.9999857835394629,0.04368047927403977,0.7965801861274394,9.499999099857804e-7,0.9982430336258562,-0.024646800284198172,0.7526392498572247
ENSG00000171603.16,CLSTN1,0.03888449592212353,0.8452165222380205,0.01818255004818748,0.9995549130875302,5.488872906265353e-6,0.9999857835394629,0.09708957587541248,0.6394884985427167,6.6710358003302035e-6,0.9982430336258562,-6.643263981542071e-5,0.9999763759371871
ENSG00000178585.14,CTNNBIP1,-0.01663603849935265,0.9345459375798257,-0.00703475734037348,0.9995549130875302,1.159424451007586e-6,0.9999857835394629,0.038744540659525144,0.8343633421915329,6.743871677294643e-7,0.9982430336258562,-0.035670433436189836,0.6319546112092598
ENSG00000162441.11,LZIC,-0.13087223447393606,0.4448402779367735,-0.04129570484997914,0.9498253990336067,7.170538993518928e-6,0.9999857835394629,-0.03215330276541952,0.7655709923752536,-1.9739899221295267e-6,0.9982430336258562,0.013329433377814016,0.8634171984951001
ENSG00000173614.13,NMNAT1,0.01257800647053513,0.9439180635602558,0.010570372535842525,0.9995549130875302,2.8470920930200707e-6,0.9999857835394629,-0.03596921708430785,0.842823938875161,6.809256500608066e-7,0.9982430336258562,0.021424248293518997,0.6938461699102546
ENSG00000162444.11,RBP7,0.0020837768918742353,0.9879975567402424,0.002338638220317901,0.9995549130875302,8.462527568838864e-7,0.9999857835394629,-0.0025679083719984098,0.9803262241656093,-9.611577800363351e-7,0.9982430336258562,-0.006678820457143436,0.8423848447211113
ENSG00000130939.18,UBE4B,0.029291044237281044,0.8816742532588631,0.015463557162335844,0.9995549130875302,-2.336311702606628e-6,0.9999857835394629,0.040527537042843245,0.8452432480172436,2.1433817805589817e-6,0.9982430336258562,0.004452299765156361,0.9690562464640665
ENSG00000054523.17,KIF1B,-0.025307669055518567,0.9065010520663309,-0.014270554530860001,0.9995549130875302,2.925313195907834e-6,0.9999857835394629,0.015150661653403565,0.9502387756382786,2.8308648521109116e-6,0.9982430336258562,0.02027174730886648,0.8168504913035101
ENSG00000142657.20,PGD,-0.16731429779858317,0.33427871926394165,-0.10735411453966892,0.6915768502631883,5.969904992053837e-6,0.9999857835394629,0.03243707762059038,0.8774014926815327,2.4332042340360495e-6,0.9982430336258562,0.011279048532186055,0.9197097777132693
ENSG00000175279.21,CENPS,0.09513722990223669,0.4716240827021244,0.01874037646941664,0.9965571037167116,-1.2909480631465579e-5,0.9999857835394629,-0.0438273805898952,0.8176976680805806,-8.497506364063452e-6,0.9982430336258562,-0.01860882649138712,0.768020971420809
ENSG00000160049.11,DFFA,-0.018238402527956596,0.9458858486615885,-0.01471797531483822,0.9995549130875302,-3.7906048624187505e-6,0.9999857835394629,-0.1966882118061562,0.3167926017659938,-2.7822332386800488e-6,0.9982430336258562,0.047579002875182054,0.6004225744557423
ENSG00000142655.12,PEX14,-0.0023389122321859092,0.9932117622950396,0.005705705222559575,0.9995549130875302,2.5076384200414766e-6,0.9999857835394629,0.01966984877430203,0.8982731850612405,-5.112157849805975e-7,0.9982430336258562,-0.01936417598059312,0.7076154349309923
ENSG00000130940.14,CASZ1,0.010502336202667866,0.9474478668665538,-0.005510179065101107,0.9995549130875302,-1.3101441300510837e-5,0.9999857835394629,-0.028405154629996994,0.8156375803573754,-1.0017361570312772e-6,0.9982430336258562,-0.003810797503493832,0.9666231129631309
ENSG00000120948.16,TARDBP,0.05988580424224962,0.7347125532121644,0.09729212142359266,0.7248066188898161,-1.5798294349644912e-5,0.9999857835394629,-0.046093769013718436,0.7685026931341132,-2.0401631569137954e-6,0.9982430336258562,0.025702211254113785,0.7344479522831918
ENSG00000116649.9,SRM,-0.03829115794780512,0.844789547393363,-0.025968703054677834,0.9965571037167116,1.5689218942120148e-6,0.9999857835394629,0.03178791747163692,0.7815826444053032,1.4939231852320836e-6,0.9982430336258562,-0.06866779932731858,0.49730620344411075
ENSG00000171824.13,EXOSC10,0.04081238747004014,0.7752793759132249,0.03376099517621931,0.9513261772742861,1.327601337821689e-6,0.9999857835394629,-0.10491687482751279,0.5976490780761804,-4.8276794219904875e-6,0.9982430336258562,0.0012444073338194414,0.9909272655249848
ENSG00000198793.12,MTOR,0.025565467053691643,0.9028110646535565,0.012523882478510044,0.9995549130875302,-3.461284826962734e-6,0.9999857835394629,-0.030096005230632043,0.8840609251751153,1.4284797083670533e-6,0.9982430336258562,0.0795637741693919,0.4231049829047491
ENSG00000120942.13,UBIAD1,0.018678942763070815,0.9135956400483185,0.006034657712164638,0.9995549130875302,-1.988319685703086e-5,0.9999857835394629,-0.011694690780874803,0.9580189499623522,-3.409725382154018e-8,0.9989115551288436,-0.006078136856122529,0.9515450063988224
ENSG00000116661.9,FBXO2,-0.02596624586176311,0.8769020637584015,-0.026546325374660645,0.9733929117871732,-6.740646871250993e-7,0.9999857835394629,-0.026472147226922513,0.8692406788878775,-2.680389265416632e-7,0.9982430336258562,0.013742355479785976,0.8510931729312681
ENSG00000132879.13,FBXO44,-0.10076268204656086,0.2684076739000808,-0.025823000196645893,0.9033948210622471,1.0423641997362956e-5,0.9999857835394629,0.016047485712576862,0.9320294212839324,-2.1995882184207678e-7,0.9982430336258562,-0.01857781155519809,0.7640283361079162
ENSG00000116663.10,FBXO6,-0.0668595708901353,0.4060348937834514,-0.0161676816283549,0.9549556526814531,7.460815881542946e-6,0.9999857835394629,0.05908092850369548,0.668234673399396,1.556132584031037e-6,0.9982430336258562,-0.009791916163049119,0.8708661351930337
